,Game,Platform,Hours,earnings,whyplay,League,streams,Age,Work,Degree,Playstyle,SPIN_T,SWL_T,GAD_T,Social_Anxiety,Life_Satisfaction,Anxiety_Level,Narcissism,Residence,Birthplace,Residence_ISO3,Birthplace_ISO3
2509,League of Legends,PC,20.0,I play for fun,winning,Gold,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,16.0,14,7,None,Satisfied,Mild Anxiety,3.0,USA,USA,USA,USA
2514,League of Legends,PC,20.0,I play for fun,having fun,Platinum,3.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,26.0,24,2,Mild,Slightly Dissatisfied,Minimal Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
2548,League of Legends,PC,80.0,I play for fun,winning,Diamond,8.0,24,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,21.0,24,3,Mild,Slightly Dissatisfied,Minimal Anxiety,5.0,Switzerland,Switzerland,CHE,CHE
2550,League of Legends,PC,10.0,I play for fun,having fun,Platinum,5.0,20,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,4.0,28,3,None,Dissatisfied,Minimal Anxiety,2.0,France,France,FRA,FRA
2560,World of Warcraft,PC,20.0,I play for fun,having fun,Platinum,4.0,21,Unemployed / between jobs,None,Singleplayer,7.0,8,5,None,Extremely Satisfied,Mild Anxiety,1.0,Unknown,Unknown,,
2561,League of Legends,PC,70.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",winning,Diamond,0.0,18,Student at school,None,Singleplayer,8.0,22,3,None,Slightly Dissatisfied,Minimal Anxiety,3.0,Norway,Norway,NOR,NOR
2570,League of Legends,PC,12.0,I play for fun,having fun,Silver,5.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,39.0,10,14,Moderate,Satisfied,Moderate Anxiety,2.0,Malaysia,Malaysia,MYS,MYS
2573,League of Legends,PC,14.0,I play for fun,improving,Silver,30.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,23.0,10,2,Mild,Satisfied,Minimal Anxiety,1.0,USA,China,USA,CHN
2576,League of Legends,PC,30.0,I play for fun,improving,Platinum,70.0,23,Student at college / university,Master (or equivalent),Multiplayer - online - with real life friends,21.0,32,3,Mild,Extremely Dissatisfied,Minimal Anxiety,5.0,USA,USA,USA,USA
2577,League of Legends,PC,21.0,I play for fun,improving,Platinum,4.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,7.0,15,1,None,Slightly Satisfied,Minimal Anxiety,5.0,Switzerland,Switzerland,CHE,CHE
2578,League of Legends,PC,12.0,I play for fun,improving,Platinum,20.0,30,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,26.0,14,1,Mild,Satisfied,Minimal Anxiety,1.0,UK,UK,GBR,GBR
2593,Other,PC,14.0,I play for fun,improving,Bronze,5.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,5.0,25,2,None,Slightly Dissatisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
2608,League of Legends,PC,35.0,I play for fun,winning,Gold,10.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,37.0,16,7,Moderate,Slightly Satisfied,Mild Anxiety,2.0,Canada,Canada,CAN,CAN
2613,League of Legends,PC,8.0,I play for fun,having fun,Silver,20.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,17.0,27,13,None,Dissatisfied,Moderate Anxiety,2.0,USA,USA,USA,USA
2618,League of Legends,PC,10.0,I play for fun,having fun,Silver,2.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,39.0,17,8,Moderate,Slightly Satisfied,Mild Anxiety,3.0,Finland,Finland,FIN,FIN
2620,League of Legends,PC,20.0,I play for fun,having fun,Platinum,5.0,23,Employed,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,13.0,24,3,None,Slightly Dissatisfied,Minimal Anxiety,3.0,South Korea,Australia,KOR,AUS
2624,League of Legends,PC,30.0,I play for fun,having fun,Silver,10.0,21,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,15.0,23,0,None,Slightly Dissatisfied,Minimal Anxiety,4.0,Hungary,Hungary,HUN,HUN
2627,League of Legends,PC,24.0,I play for fun,having fun,Platinum,2.0,23,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,15.0,24,0,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Trinidad & Tobago,Trinidad & Tobago,TTO,TTO
2636,League of Legends,PC,15.0,I play for fun,winning,Silver,2.0,20,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,6.0,29,0,None,Dissatisfied,Minimal Anxiety,3.0,UK,UK,GBR,GBR
2645,League of Legends,PC,20.0,I play for fun,relaxing,Gold,1.0,35,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,39.0,18,21,Moderate,Slightly Satisfied, Severe Anxiety,1.0,USA,USA,USA,USA
2648,League of Legends,PC,10.0,I play for fun,having fun,Silver,30.0,26,Unemployed / between jobs,Master (or equivalent),Multiplayer - online - with real life friends,5.0,14,1,None,Satisfied,Minimal Anxiety,3.0,France,France,FRA,FRA
2653,League of Legends,PC,20.0,I play for fun,winning,Diamond,3.0,24,Employed,Master (or equivalent),Multiplayer - online - with strangers,0.0,18,0,None,Slightly Satisfied,Minimal Anxiety,5.0,Portugal,Portugal,PRT,PRT
2658,League of Legends,PC,50.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Diamond,10.0,19,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,19.0,23,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,UK,UK,GBR,GBR
2659,League of Legends,PC,10.0,I play for fun,relaxing,Silver,2.0,24,Employed,Master (or equivalent),Multiplayer - online - with real life friends,3.0,29,2,None,Dissatisfied,Minimal Anxiety,3.0,Portugal,Portugal,PRT,PRT
2669,League of Legends,PC,10.0,I play for fun,relaxing,Platinum,15.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,12.0,20,3,None,Neutral,Minimal Anxiety,2.0,Slovenia,Slovenia,SVN,SVN
2677,League of Legends,PC,21.0,I play for fun,improving,Gold,4.0,19,Student at college / university,High school diploma (or equivalent),Singleplayer,2.0,27,2,None,Dissatisfied,Minimal Anxiety,5.0,UK,UK,GBR,GBR
2685,League of Legends,PC,28.0,I play for fun,improving,Platinum,30.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,26.0,31,6,Mild,Extremely Dissatisfied,Mild Anxiety,1.0,Poland,Poland,POL,POL
2688,League of Legends,PC,20.0,I play for fun,relaxing,Platinum,6.0,21,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,25.0,30,2,Mild,Dissatisfied,Minimal Anxiety,1.0,Germany,Turkey,DEU,TUR
2715,League of Legends,PC,20.0,I play for fun,improving,Bronze,20.0,20,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,17.0,29,1,None,Dissatisfied,Minimal Anxiety,,Canada,Canada,CAN,CAN
2719,League of Legends,PC,30.0,I play for fun,improving,Platinum,20.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,7.0,10,9,None,Satisfied,Mild Anxiety,2.0,Italy,Italy,ITA,ITA
2722,League of Legends,PC,30.0,I play for fun,winning,Gold,20.0,23,Employed,High school diploma (or equivalent),Multiplayer - online - with strangers,25.0,7,4,Mild,Extremely Satisfied,Minimal Anxiety,1.0,Poland,Poland,POL,POL
2738,League of Legends,PC,16.0,I play for fun,having fun,Gold,16.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,0.0,28,0,None,Dissatisfied,Minimal Anxiety,1.0,USA,Venezuela,USA,VEN
2758,League of Legends,PC,30.0,I play for fun,winning,Bronze,20.0,18,Unemployed / between jobs,None,Multiplayer - online - with strangers,68.0,35,21,Very Severe,Extremely Dissatisfied, Severe Anxiety,5.0,Germany,Germany,DEU,DEU
2759,League of Legends,PC,30.0,I play for fun,having fun,Platinum,10.0,25,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with strangers,47.0,6,9,Severe,Extremely Satisfied,Mild Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
2763,League of Legends,PC,20.0,I play for fun,having fun,Platinum,4.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,10.0,23,2,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Chile,Chile,CHL,CHL
2765,League of Legends,PC,10.0,I play for fun,relaxing,Gold,5.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,45.0,13,7,Severe,Satisfied,Mild Anxiety,3.0,Belgium,Belgium,BEL,BEL
2770,League of Legends,PC,40.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",improving,Diamond,10.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,27.0,24,2,Mild,Slightly Dissatisfied,Minimal Anxiety,3.0,Serbia,Serbia,SRB,SRB
2792,League of Legends,PC,5.0,I play for fun,having fun,Platinum,5.0,26,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,16.0,27,7,None,Dissatisfied,Mild Anxiety,1.0,USA,USA,USA,USA
2798,League of Legends,PC,45.0,I play for fun,improving,Platinum,15.0,19,Student at school,None,Multiplayer - online - with real life friends,46.0,16,10,Severe,Slightly Satisfied,Moderate Anxiety,3.0,Sweden,Sweden,SWE,SWE
2801,League of Legends,PC,17.0,I play for fun,having fun,Diamond,19.0,22,Student at college / university,None,Multiplayer - online - with real life friends,2.0,13,6,None,Satisfied,Mild Anxiety,2.0,Panama,Philippines,PAN,PHL
2806,League of Legends,PC,30.0,I play for fun,improving,Silver,10.0,18,Student at school,None,Multiplayer - online - with strangers,14.0,24,1,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
2820,League of Legends,PC,9.0,I play for fun,having fun,Bronze,15.0,18,Student at school,None,Multiplayer - online - with strangers,6.0,30,2,None,Dissatisfied,Minimal Anxiety,1.0,Sweden,Sweden,SWE,SWE
2830,League of Legends,PC,50.0,I play for fun,improving,Platinum,2.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,31.0,17,7,Moderate,Slightly Satisfied,Mild Anxiety,1.0,Germany,Germany,DEU,DEU
2834,League of Legends,PC,15.0,I play for fun,winning,Silver,5.0,24,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,33.0,21,4,Moderate,Slightly Dissatisfied,Minimal Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
2838,League of Legends,PC,30.0,I play for fun,having fun,Gold,20.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,28.0,32,7,Mild,Extremely Dissatisfied,Mild Anxiety,1.0,USA,USA,USA,USA
2855,League of Legends,PC,8.0,I play for fun,having fun,Silver,14.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,29.0,33,6,Mild,Extremely Dissatisfied,Mild Anxiety,2.0,Slovenia,Slovenia,SVN,SVN
2861,Diablo 3,PC,25.0,I play for fun,improving,Platinum,10.0,23,Employed,Bachelor (or equivalent),Multiplayer - online - with real life friends,23.0,9,4,Mild,Extremely Satisfied,Minimal Anxiety,4.0,UK,UK,GBR,GBR
2870,League of Legends,PC,25.0,I play for fun,having fun,Gold,5.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,23.0,24,2,Mild,Slightly Dissatisfied,Minimal Anxiety,3.0,Belgium,Belgium,BEL,BEL
2874,League of Legends,PC,10.0,I play for fun,improving,Silver,6.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,38.0,12,16,Moderate,Satisfied, Severe Anxiety,3.0,Thailand,Thailand,THA,THA
2887,League of Legends,PC,25.0,I play for fun,improving,Platinum,8.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,11.0,24,2,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Portugal,Canada,PRT,CAN
2891,League of Legends,PC,34.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Gold,14.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,23.0,23,3,Mild,Slightly Dissatisfied,Minimal Anxiety,3.0,Portugal,Portugal,PRT,PRT
2898,League of Legends,PC,15.0,I play for fun,having fun,Gold,10.0,26,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,13.0,20,0,None,Neutral,Minimal Anxiety,1.0,Canada,Canada,CAN,CAN
2907,Counter Strike,PC,25.0,I play for fun,improving,Silver,40.0,20,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,25.0,15,12,Mild,Slightly Satisfied,Moderate Anxiety,1.0,USA,USA,USA,USA
2909,League of Legends,PC,30.0,I play for fun,having fun,Bronze,30.0,23,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,58.0,9,17,Very Severe,Extremely Satisfied, Severe Anxiety,1.0,USA,USA,USA,USA
2919,League of Legends,PC,3.0,I play for fun,improving,Gold,0.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,25.0,16,6,Mild,Slightly Satisfied,Mild Anxiety,1.0,Canada,Bangladesh,CAN,BGD
2927,League of Legends,PC,10.0,I play for fun,having fun,Diamond,12.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,11.0,16,0,None,Slightly Satisfied,Minimal Anxiety,3.0,Portugal,Portugal,PRT,PRT
2928,League of Legends,PC,5.0,I play for fun,relaxing,Silver,5.0,19,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,27.0,16,6,Mild,Slightly Satisfied,Mild Anxiety,3.0,Germany,Germany,DEU,DEU
2936,League of Legends,PC,10.0,I play for fun,relaxing,Silver,2.0,27,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,7.0,14,13,None,Satisfied,Moderate Anxiety,1.0,Germany,Germany,DEU,DEU
2937,League of Legends,PC,15.0,I play for fun,having fun,Silver,11.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,11.0,28,2,None,Dissatisfied,Minimal Anxiety,2.0,Liechtenstein,Liechtenstein,LIE,LIE
2938,League of Legends,PC,20.0,I play for fun,having fun,Gold,5.0,25,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,10.0,18,2,None,Slightly Satisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
2940,League of Legends,PC,20.0,I play for fun,improving,Diamond,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,1.0,25,1,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Finland,Finland,FIN,FIN
2953,League of Legends,PC,10.0,I play for fun,relaxing,Platinum,3.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,35.0,7,21,Moderate,Extremely Satisfied, Severe Anxiety,1.0,Germany,Egypt,DEU,EGY
2970,League of Legends,PC,20.0,I play for fun,improving,Silver,24.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,36.0,21,3,Moderate,Slightly Dissatisfied,Minimal Anxiety,2.0,Spain,Spain,ESP,ESP
2972,Other,PC,35.0,I play for fun,winning,Gold,3.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,26.0,17,1,Mild,Slightly Satisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
2974,Other,PC,4.0,I play for fun,having fun,Diamond,2.0,24,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,15.0,21,12,None,Slightly Dissatisfied,Moderate Anxiety,1.0,Denmark,Denmark,DNK,DNK
2977,Starcraft 2,PC,15.0,I play for fun,having fun,Gold,30.0,25,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,7.0,19,4,None,Slightly Satisfied,Minimal Anxiety,2.0,Canada,Canada,CAN,CAN
2981,League of Legends,PC,16.0,I play for fun,improving,Silver,15.0,19,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,15.0,24,3,None,Slightly Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
2987,League of Legends,PC,35.0,I play for fun,improving,Diamond,14.0,22,Student at college / university,Master (or equivalent),Multiplayer - online - with strangers,26.0,13,11,Mild,Satisfied,Moderate Anxiety,1.0,France,France,FRA,FRA
2993,League of Legends,PC,25.0,I play for fun,having fun,Gold,5.0,23,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,16.0,19,2,None,Slightly Satisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
3024,League of Legends,PC,25.0,I play for fun,having fun,Diamond,14.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,5.0,15,2,None,Slightly Satisfied,Minimal Anxiety,1.0,Germany,Germany,DEU,DEU
3025,League of Legends,PC,10.0,I play for fun,improving,Gold,10.0,27,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,0.0,14,5,None,Satisfied,Mild Anxiety,4.0,Sweden,Portugal,SWE,PRT
